index,ID,stores,x,y,road_address,place_url
23,21499653,은희네해장국 본점,126.540725,33.50852103,제주특별자치도 제주시 고마로13길 8,http://place.map.kakao.com/21499653
32,7972099,신설오름,126.5415615,33.50541905,제주특별자치도 제주시 고마로17길 2,http://place.map.kakao.com/7972099
7,1387964178,올래국수 본점,126.4972672,33.49152862,제주특별자치도 제주시 귀아랑길 24,http://place.map.kakao.com/1387964178
348,1709176272,고불집,126.4896996,33.50120782,제주특별자치도 제주시 다호5길 11,http://place.map.kakao.com/1709176272
311,1810168249,도도리고기국수,126.4867627,33.50285462,제주특별자치도 제주시 다호북길 109,http://place.map.kakao.com/1810168249
34,25406600,원담,126.5287852,33.50212628,제주특별자치도 제주시 동광로1길 13,http://place.map.kakao.com/25406600
161,241084126,제주소낭밥집,126.6038758,33.48529934,제주특별자치도 제주시 명림로 4,http://place.map.kakao.com/241084126
158,26641504,양양밥집,126.4955016,33.4842474,제주특별자치도 제주시 사장길 16,http://place.map.kakao.com/26641504
33,12640510,삼무국수,126.4909672,33.49056164,제주특별자치도 제주시 삼무로3길 46-1,http://place.map.kakao.com/12640510
42,1027828348,삼대국수회관 본점,126.5300594,33.50690145,제주특별자치도 제주시 삼성로 41,http://place.map.kakao.com/1027828348
147,21539351,명랑밥집식당,126.518355,33.51221916,제주특별자치도 제주시 서문로 69-1,http://place.map.kakao.com/21539351
1,11547525,우진해장국,126.5200013,33.5115169,제주특별자치도 제주시 서사로 11,http://place.map.kakao.com/11547525
326,1974954293,오멍가멍 흑돼지 본점,126.4746934,33.50924859,제주특별자치도 제주시 서해안로 272,http://place.map.kakao.com/1974954293
312,809665221,도두반점 제주사수본점,126.4792324,33.50954364,제주특별자치도 제주시 서해안로 317,http://place.map.kakao.com/809665221
334,591668726,다다익고정육식당 제주사수점,126.4792313,33.50954634,제주특별자치도 제주시 서해안로 317,http://place.map.kakao.com/591668726
330,113133639,연돈볼카츠 제주사수점,126.479213,33.50955347,제주특별자치도 제주시 서해안로 317,http://place.map.kakao.com/113133639
316,11545219,탐라향,126.4821096,33.50930686,제주특별자치도 제주시 서해안로 346-13,http://place.map.kakao.com/11545219
320,70548278,진고등어쌈밥,126.4822034,33.51017999,제주특별자치도 제주시 서해안로 348,http://place.map.kakao.com/70548278
336,1042497860,코바,126.4823355,33.51023915,제주특별자치도 제주시 서해안로 348-1,http://place.map.kakao.com/1042497860
328,12295701,삼번지횟집,126.482444,33.51027116,제주특별자치도 제주시 서해안로 350,http://place.map.kakao.com/12295701
310,953012185,대게마을,126.4825644,33.5102969,제주특별자치도 제주시 서해안로 350-1,http://place.map.kakao.com/953012185
314,18636946,크랩스토리,126.4826805,33.51031542,제주특별자치도 제주시 서해안로 352,http://place.map.kakao.com/18636946
313,750148939,제주공항그때그집,126.4827534,33.51036261,제주특별자치도 제주시 서해안로 352-1,http://place.map.kakao.com/750148939
325,1855029331,소랑호젠 인제주,126.4829013,33.5104642,제주특별자치도 제주시 서해안로 354,http://place.map.kakao.com/1855029331
323,497258040,서광마을국수,126.4832086,33.51055745,제주특별자치도 제주시 서해안로 356,http://place.map.kakao.com/497258040
315,1946761063,노도고등어회,126.4839166,33.51076596,제주특별자치도 제주시 서해안로 364,http://place.map.kakao.com/1946761063
308,1266175207,제주고집,126.4848465,33.51094834,제주특별자치도 제주시 서해안로 368-10,http://place.map.kakao.com/1266175207
307,1903594998,제주어멍 통갈치 제주공항본점,126.4842395,33.51166348,제주특별자치도 제주시 서해안로 372,http://place.map.kakao.com/1903594998
338,1848675447,카페 부르네,126.4843216,33.51216691,제주특별자치도 제주시 서해안로 376,http://place.map.kakao.com/1848675447
331,1950522742,곱들락 제주공항점,126.4845045,33.51271313,제주특별자치도 제주시 서해안로 382,http://place.map.kakao.com/1950522742
324,1572291358,노을코지 용담해안로점,126.4844731,33.51292307,제주특별자치도 제주시 서해안로 386,http://place.map.kakao.com/1572291358
329,2117609179,고기장,126.4874511,33.5175173,제주특별자치도 제주시 서해안로 446-1,http://place.map.kakao.com/2117609179
339,26429444,제주정지,126.490478,33.51896331,제주특별자치도 제주시 서해안로 480,http://place.map.kakao.com/26429444
347,284499796,마루해물라면,126.4911238,33.51896597,제주특별자치도 제주시 서해안로 486-1,http://place.map.kakao.com/284499796
342,9648399,해녀잠수촌,126.4921828,33.51935619,제주특별자치도 제주시 서해안로 498,http://place.map.kakao.com/9648399
337,8563496,토끼와거북이,126.492215,33.51881988,제주특별자치도 제주시 서해안로 498-6,http://place.map.kakao.com/8563496
157,27476439,순이네밥집,126.5627527,33.51495426,제주특별자치도 제주시 선반로 46,http://place.map.kakao.com/27476439
165,26303117,미초밥집,126.4955369,33.48854994,제주특별자치도 제주시 신대로12길 7,http://place.map.kakao.com/26303117
343,441632460,동백국수,126.4866336,33.49847867,제주특별자치도 제주시 신성마을길 63,http://place.map.kakao.com/441632460
35,17914522,김희선제주몸국,126.4980796,33.51855798,제주특별자치도 제주시 어영길 45-6,http://place.map.kakao.com/17914522
13,1046180098,제주김만복 김밥 본점,126.5089219,33.4970354,제주특별자치도 제주시 오라로 41,http://place.map.kakao.com/1046180098
164,26912166,토끼는거북이보다빠르다 밥집,126.4284583,33.48731026,제주특별자치도 제주시 우정로12길 23,http://place.map.kakao.com/26912166
31,26799620,돈사돈 본관,126.4640201,33.4788752,제주특별자치도 제주시 우평로 19,http://place.map.kakao.com/26799620
38,1233978958,은희네해장국 노형점,126.4845964,33.48522854,제주특별자치도 제주시 원노형로 40,http://place.map.kakao.com/1233978958
4,316010726,숙성도 노형점,126.4850226,33.48503376,제주특별자치도 제주시 원노형로 41,http://place.map.kakao.com/316010726
44,182376522,미스칠,126.4833591,33.49391653,제주특별자치도 제주시 일주서로 7831,http://place.map.kakao.com/182376522
345,870813459,제주육대표,126.490097,33.49400575,제주특별자치도 제주시 일주서로 7895,http://place.map.kakao.com/870813459
6,232056222,고집돌우럭 제주공항점,126.5280585,33.51625415,제주특별자치도 제주시 임항로 30,http://place.map.kakao.com/232056222
159,1324348360,어멍밥집,126.5232702,33.50617948,제주특별자치도 제주시 중앙로24길 18,http://place.map.kakao.com/1324348360
150,768873528,석봉이네밥집,126.477847,33.47678843,제주특별자치도 제주시 진군4길 30,http://place.map.kakao.com/768873528
18,8856076,늘봄흑돼지,126.4728666,33.47947934,제주특별자치도 제주시 한라대학로 12,http://place.map.kakao.com/8856076
2,21455793,자매국수,126.4591443,33.4985772,제주특별자치도 제주시 항골남길 46,http://place.map.kakao.com/21455793
