index,ID,stores,x,y,road_address,place_url
87,11126147,세리월드 카트레이싱,126.5115155,33.24688674,제주특별자치도 서귀포시 법환동 881-2,http://place.map.kakao.com/11126147
67,10472331,세리월드,126.5118743,33.24701618,제주특별자치도 서귀포시 법환상로2번길 97-17,http://place.map.kakao.com/10472331
261,8329265,보목해안도로,126.5976625,33.2365614,제주특별자치도 서귀포시 보목동,http://place.map.kakao.com/8329265
31,10801781,제지기오름,126.6094753,33.24162746,제주특별자치도 서귀포시 보목동 275-1,http://place.map.kakao.com/10801781
92,8236791,상효원수목원,126.584635,33.30595838,제주특별자치도 서귀포시 산록남로 2847-37,http://place.map.kakao.com/8236791
181,8069764,중문색달해수욕장,126.4114987,33.24503815,제주특별자치도 서귀포시 색달동 3039,http://place.map.kakao.com/8069764
215,749525982,자구리담수욕장,126.5690944,33.24346328,제주특별자치도 서귀포시 서귀동 70-1,http://place.map.kakao.com/749525982
32,25338262,윗세오름,126.5210199,33.36073344,제주특별자치도 서귀포시 서호동 산 1-1,http://place.map.kakao.com/25338262
179,7991509,아프리카박물관,126.4293493,33.23974044,제주특별자치도 서귀포시 이어도로 49,http://place.map.kakao.com/7991509
88,683714694,중문미로파크,126.3824238,33.26344889,제주특별자치도 서귀포시 일주서로 1225-5,http://place.map.kakao.com/683714694
73,10880885,퍼시픽리솜 마린스테이지,126.4155733,33.2438537,제주특별자치도 서귀포시 중문관광로 154-17,http://place.map.kakao.com/10880885
89,1902052815,무비랜드왁스뮤지엄 제주,126.4215496,33.24372385,제주특별자치도 서귀포시 중문관광로 205,http://place.map.kakao.com/1902052815
69,1160615005,런닝맨 제주점,126.4088014,33.25487377,제주특별자치도 서귀포시 중문관광로 42,http://place.map.kakao.com/1160615005
91,8004227,여미지식물원,126.4142595,33.25260678,제주특별자치도 서귀포시 중문관광로 93,http://place.map.kakao.com/8004227
33,17809089,베릿내오름,126.4215055,33.24733194,제주특별자치도 서귀포시 중문동 3712,http://place.map.kakao.com/17809089
159,10799994,제주유리박물관,126.3701579,33.27854172,제주특별자치도 서귀포시 중산간서로 1403,http://place.map.kakao.com/10799994
132,25865350,동산식물원,126.5602802,33.27551148,제주특별자치도 서귀포시 지장샘로182번길 55,http://place.map.kakao.com/25865350
51,820826091,윈드1947카트테마파크,126.5888268,33.28951947,제주특별자치도 서귀포시 토평공단로 78-27,http://place.map.kakao.com/820826091
266,8009713,열리해안도로,126.386156,33.23558207,제주특별자치도 서귀포시 하예동,http://place.map.kakao.com/8009713
198,8232047,논짓물해변,126.3892936,33.23720781,제주특별자치도 서귀포시 하예동 532-3,http://place.map.kakao.com/8232047
209,22924455,하효쇠소깍해변,126.6229886,33.25133376,제주특별자치도 서귀포시 하효동 997-3,http://place.map.kakao.com/22924455
165,23972751,감귤박물관,126.607467,33.27156161,제주특별자치도 서귀포시 효돈순환로 441,http://place.map.kakao.com/23972751
